verse_id,lang,chars,gpt_tokens,o200k_tokens,spm_tokens,chars_per_gpt_tok,chars_per_o200k_tok,chars_per_spm_tok
170,sa,97,91,40,20,1.065934065934066,2.425,4.85
170,sa_latn,98,49,35,19,2.0,2.8,5.157894736842105
170,hi,154,145,43,33,1.0620689655172413,3.5813953488372094,4.666666666666667
170,en,161,37,36,35,4.351351351351352,4.472222222222222,4.6
171,sa,77,75,38,20,1.0266666666666666,2.026315789473684,3.85
171,sa_latn,88,56,46,21,1.5714285714285714,1.9130434782608696,4.190476190476191
171,hi,196,180,54,41,1.0888888888888888,3.6296296296296298,4.780487804878049
171,en,195,41,41,41,4.7560975609756095,4.7560975609756095,4.7560975609756095
172,sa,94,93,45,19,1.010752688172043,2.088888888888889,4.947368421052632
172,sa_latn,98,55,39,14,1.7818181818181817,2.5128205128205128,7.0
172,hi,156,154,45,37,1.0129870129870129,3.466666666666667,4.216216216216216
172,en,137,31,29,26,4.419354838709677,4.724137931034483,5.269230769230769
173,sa,97,89,42,21,1.0898876404494382,2.3095238095238093,4.619047619047619
173,sa_latn,96,68,42,16,1.411764705882353,2.2857142857142856,6.0
173,hi,142,131,38,30,1.083969465648855,3.736842105263158,4.733333333333333
173,en,129,22,22,21,5.863636363636363,5.863636363636363,6.142857142857143
174,sa,88,88,43,18,1.0,2.046511627906977,4.888888888888889
174,sa_latn,97,69,45,17,1.4057971014492754,2.1555555555555554,5.705882352941177
174,hi,156,158,49,32,0.9873417721518988,3.183673469387755,4.875
174,en,183,37,37,38,4.945945945945946,4.945945945945946,4.815789473684211
175,sa,91,85,40,20,1.0705882352941176,2.275,4.55
175,sa_latn,94,49,35,23,1.9183673469387754,2.6857142857142855,4.086956521739131
175,hi,140,134,44,34,1.044776119402985,3.1818181818181817,4.117647058823529
175,en,142,35,34,32,4.057142857142857,4.176470588235294,4.4375
176,sa,100,99,48,21,1.0101010101010102,2.0833333333333335,4.761904761904762
176,sa_latn,99,66,44,16,1.5,2.25,6.1875
176,hi,176,164,54,35,1.0731707317073171,3.259259259259259,5.0285714285714285
176,en,175,32,31,31,5.46875,5.645161290322581,5.645161290322581
177,sa,101,94,46,18,1.074468085106383,2.1956521739130435,5.611111111111111
177,sa_latn,100,54,40,17,1.8518518518518519,2.5,5.882352941176471
177,hi,185,183,60,41,1.010928961748634,3.0833333333333335,4.512195121951219
177,en,196,41,41,40,4.780487804878049,4.780487804878049,4.9
178,sa,89,94,44,18,0.9468085106382979,2.022727272727273,4.944444444444445
178,sa_latn,96,65,40,14,1.476923076923077,2.4,6.857142857142857
178,hi,115,112,39,26,1.0267857142857142,2.948717948717949,4.423076923076923
178,en,154,30,30,29,5.133333333333334,5.133333333333334,5.310344827586207
179,sa,93,91,45,22,1.021978021978022,2.066666666666667,4.2272727272727275
179,sa_latn,101,64,41,18,1.578125,2.4634146341463414,5.611111111111111
179,hi,200,190,59,43,1.0526315789473684,3.389830508474576,4.651162790697675
179,en,177,36,36,33,4.916666666666667,4.916666666666667,5.363636363636363
180,sa,91,89,44,21,1.0224719101123596,2.0681818181818183,4.333333333333333
180,sa_latn,95,73,48,21,1.3013698630136987,1.9791666666666667,4.523809523809524
180,hi,177,169,53,34,1.047337278106509,3.339622641509434,5.205882352941177
180,en,186,35,34,34,5.314285714285714,5.470588235294118,5.470588235294118
181,sa,96,97,51,22,0.9896907216494846,1.8823529411764706,4.363636363636363
181,sa_latn,99,61,42,19,1.6229508196721312,2.357142857142857,5.2105263157894735
181,hi,176,169,53,37,1.0414201183431953,3.3207547169811322,4.756756756756757
181,en,194,37,37,37,5.243243243243243,5.243243243243243,5.243243243243243
182,sa,92,84,42,17,1.0952380952380953,2.1904761904761907,5.411764705882353
182,sa_latn,94,56,42,15,1.6785714285714286,2.238095238095238,6.266666666666667
182,hi,156,148,46,33,1.054054054054054,3.391304347826087,4.7272727272727275
182,en,160,29,29,29,5.517241379310345,5.517241379310345,5.517241379310345
183,sa,91,92,44,20,0.9891304347826086,2.0681818181818183,4.55
183,sa_latn,98,63,46,17,1.5555555555555556,2.130434782608696,5.764705882352941
183,hi,206,197,59,46,1.0456852791878173,3.4915254237288136,4.478260869565218
183,en,235,48,48,46,4.895833333333333,4.895833333333333,5.108695652173913
184,sa,80,77,33,18,1.0389610389610389,2.4242424242424243,4.444444444444445
184,sa_latn,87,52,36,14,1.6730769230769231,2.4166666666666665,6.214285714285714
184,hi,210,196,53,46,1.0714285714285714,3.9622641509433962,4.565217391304348
184,en,212,40,39,38,5.3,5.435897435897436,5.578947368421052
185,sa,100,96,49,19,1.0416666666666667,2.0408163265306123,5.2631578947368425
185,sa_latn,98,51,38,17,1.9215686274509804,2.5789473684210527,5.764705882352941
185,hi,279,277,95,60,1.0072202166064983,2.9368421052631577,4.65
185,en,266,61,61,54,4.360655737704918,4.360655737704918,4.925925925925926
186,sa,83,87,43,18,0.9540229885057471,1.930232558139535,4.611111111111111
186,sa_latn,83,47,35,11,1.7659574468085106,2.3714285714285714,7.545454545454546
186,hi,174,174,53,34,1.0,3.2830188679245285,5.117647058823529
186,en,163,30,30,29,5.433333333333334,5.433333333333334,5.620689655172414
187,sa,99,94,47,15,1.053191489361702,2.106382978723404,6.6
187,sa_latn,89,57,40,13,1.5614035087719298,2.225,6.846153846153846
187,hi,215,216,71,39,0.9953703703703703,3.028169014084507,5.512820512820513
187,en,172,33,33,32,5.212121212121212,5.212121212121212,5.375
188,sa,86,84,42,15,1.0238095238095237,2.0476190476190474,5.733333333333333
188,sa_latn,85,54,42,17,1.5740740740740742,2.0238095238095237,5.0
188,hi,129,117,42,26,1.1025641025641026,3.0714285714285716,4.961538461538462
188,en,126,25,25,25,5.04,5.04,5.04
189,sa,87,95,41,18,0.9157894736842105,2.1219512195121952,4.833333333333333
189,sa_latn,97,58,47,20,1.6724137931034482,2.0638297872340425,4.85
189,hi,282,289,82,61,0.9757785467128027,3.4390243902439024,4.622950819672131
189,en,246,45,44,43,5.466666666666667,5.590909090909091,5.72093023255814
190,sa,176,166,88,26,1.0602409638554218,2.0,6.769230769230769
190,sa_latn,174,129,90,28,1.3488372093023255,1.9333333333333333,6.214285714285714
190,hi,497,481,158,102,1.0332640332640333,3.1455696202531644,4.872549019607843
190,en,464,95,90,82,4.88421052631579,5.155555555555556,5.658536585365853
191,sa,176,166,88,26,1.0602409638554218,2.0,6.769230769230769
191,sa_latn,174,129,90,28,1.3488372093023255,1.9333333333333333,6.214285714285714
191,hi,497,481,158,102,1.0332640332640333,3.1455696202531644,4.872549019607843
191,en,464,95,90,82,4.88421052631579,5.155555555555556,5.658536585365853
192,sa,91,92,46,16,0.9891304347826086,1.9782608695652173,5.6875
192,sa_latn,95,59,43,20,1.6101694915254237,2.2093023255813953,4.75
192,hi,245,239,80,60,1.0251046025104602,3.0625,4.083333333333333
192,en,244,53,51,50,4.60377358490566,4.784313725490196,4.88
193,sa,96,96,44,18,1.0,2.1818181818181817,5.333333333333333
193,sa_latn,94,57,43,18,1.6491228070175439,2.186046511627907,5.222222222222222
193,hi,158,149,48,33,1.0604026845637584,3.2916666666666665,4.787878787878788
193,en,182,33,33,32,5.515151515151516,5.515151515151516,5.6875
194,sa,93,88,41,19,1.0568181818181819,2.268292682926829,4.894736842105263
194,sa_latn,95,56,43,16,1.6964285714285714,2.2093023255813953,5.9375
194,hi,171,163,58,37,1.049079754601227,2.9482758620689653,4.621621621621622
194,en,171,35,35,31,4.885714285714286,4.885714285714286,5.516129032258065
195,sa,94,91,40,18,1.032967032967033,2.35,5.222222222222222
195,sa_latn,92,55,43,15,1.6727272727272726,2.13953488372093,6.133333333333334
195,hi,241,220,64,49,1.0954545454545455,3.765625,4.918367346938775
195,en,198,37,38,36,5.351351351351352,5.2105263157894735,5.5
196,sa,92,91,48,17,1.010989010989011,1.9166666666666667,5.411764705882353
196,sa_latn,93,62,45,16,1.5,2.066666666666667,5.8125
196,hi,206,193,59,46,1.067357512953368,3.4915254237288136,4.478260869565218
196,en,231,50,50,48,4.62,4.62,4.8125
197,sa,87,85,48,22,1.0235294117647058,1.8125,3.9545454545454546
197,sa_latn,95,61,43,21,1.5573770491803278,2.2093023255813953,4.523809523809524
197,hi,130,122,44,28,1.0655737704918034,2.9545454545454546,4.642857142857143
197,en,164,30,29,29,5.466666666666667,5.655172413793103,5.655172413793103
198,sa,95,96,50,18,0.9895833333333334,1.9,5.277777777777778
198,sa_latn,99,53,44,22,1.8679245283018868,2.25,4.5
198,hi,160,150,52,33,1.0666666666666667,3.076923076923077,4.848484848484849
198,en,133,29,29,27,4.586206896551724,4.586206896551724,4.925925925925926
199,sa,86,82,40,18,1.048780487804878,2.15,4.777777777777778
199,sa_latn,87,47,37,15,1.851063829787234,2.3513513513513513,5.8
199,hi,171,170,52,38,1.0058823529411764,3.2884615384615383,4.5
199,en,201,40,40,39,5.025,5.025,5.153846153846154
200,sa,95,94,43,18,1.0106382978723405,2.2093023255813953,5.277777777777778
200,sa_latn,101,66,50,16,1.5303030303030303,2.02,6.3125
200,hi,213,201,56,46,1.0597014925373134,3.8035714285714284,4.630434782608695
200,en,193,31,31,30,6.225806451612903,6.225806451612903,6.433333333333334
201,sa,87,90,41,19,0.9666666666666667,2.1219512195121952,4.578947368421052
201,sa_latn,99,53,44,18,1.8679245283018868,2.25,5.5
201,hi,185,180,62,43,1.0277777777777777,2.9838709677419355,4.3023255813953485
201,en,186,39,39,38,4.769230769230769,4.769230769230769,4.894736842105263
202,sa,85,89,42,14,0.9550561797752809,2.0238095238095237,6.071428571428571
202,sa_latn,94,52,42,17,1.8076923076923077,2.238095238095238,5.529411764705882
202,hi,201,197,54,43,1.0203045685279188,3.7222222222222223,4.674418604651163
202,en,172,40,39,36,4.3,4.410256410256411,4.777777777777778
203,sa,93,94,40,18,0.9893617021276596,2.325,5.166666666666667
203,sa_latn,103,79,55,16,1.3037974683544304,1.8727272727272728,6.4375
203,hi,169,176,59,36,0.9602272727272727,2.864406779661017,4.694444444444445
203,en,179,44,42,39,4.068181818181818,4.261904761904762,4.589743589743589
204,sa,104,103,46,22,1.0097087378640777,2.260869565217391,4.7272727272727275
204,sa_latn,115,71,48,19,1.619718309859155,2.3958333333333335,6.052631578947368
204,hi,217,213,67,48,1.0187793427230047,3.2388059701492535,4.520833333333333
204,en,210,52,48,44,4.038461538461538,4.375,4.7727272727272725
205,sa,100,105,45,21,0.9523809523809523,2.2222222222222223,4.761904761904762
205,sa_latn,116,59,46,21,1.9661016949152543,2.5217391304347827,5.523809523809524
205,hi,124,120,33,26,1.0333333333333334,3.757575757575758,4.769230769230769
205,en,179,50,42,39,3.58,4.261904761904762,4.589743589743589
206,sa,105,97,49,21,1.0824742268041236,2.142857142857143,5.0
206,sa_latn,101,63,44,18,1.6031746031746033,2.2954545454545454,5.611111111111111
206,hi,223,206,70,49,1.0825242718446602,3.1857142857142855,4.551020408163265
206,en,177,36,35,33,4.916666666666667,5.057142857142857,5.363636363636363
207,sa,89,93,41,21,0.956989247311828,2.1707317073170733,4.238095238095238
207,sa_latn,95,56,42,15,1.6964285714285714,2.261904761904762,6.333333333333333
207,hi,199,183,61,48,1.0874316939890711,3.262295081967213,4.145833333333333
207,en,243,61,56,51,3.9836065573770494,4.339285714285714,4.764705882352941
208,sa,96,94,48,23,1.0212765957446808,2.0,4.173913043478261
208,sa_latn,105,58,43,18,1.8103448275862069,2.441860465116279,5.833333333333333
208,hi,243,228,67,50,1.0657894736842106,3.626865671641791,4.86
208,en,192,49,42,40,3.9183673469387754,4.571428571428571,4.8
209,sa,83,84,40,16,0.9880952380952381,2.075,5.1875
209,sa_latn,92,49,41,17,1.8775510204081634,2.2439024390243905,5.411764705882353
209,hi,172,162,56,35,1.0617283950617284,3.0714285714285716,4.914285714285715
209,en,194,48,45,39,4.041666666666667,4.311111111111111,4.9743589743589745
210,sa,95,97,40,18,0.979381443298969,2.375,5.277777777777778
210,sa_latn,91,50,44,18,1.82,2.0681818181818183,5.055555555555555
210,hi,196,194,57,41,1.0103092783505154,3.43859649122807,4.780487804878049
210,en,197,44,43,41,4.4772727272727275,4.5813953488372094,4.804878048780488
211,sa,198,202,100,25,0.9801980198019802,1.98,7.92
211,sa_latn,203,119,86,24,1.7058823529411764,2.36046511627907,8.458333333333334
211,hi,328,330,113,76,0.9939393939393939,2.9026548672566372,4.315789473684211
211,en,335,75,74,70,4.466666666666667,4.527027027027027,4.785714285714286
212,sa,198,202,100,25,0.9801980198019802,1.98,7.92
212,sa_latn,203,119,86,24,1.7058823529411764,2.36046511627907,8.458333333333334
212,hi,328,330,113,76,0.9939393939393939,2.9026548672566372,4.315789473684211
212,en,335,75,74,70,4.466666666666667,4.527027027027027,4.785714285714286
213,sa,91,82,42,20,1.1097560975609757,2.1666666666666665,4.55
213,sa_latn,91,54,40,17,1.6851851851851851,2.275,5.352941176470588
213,hi,180,162,55,40,1.1111111111111112,3.272727272727273,4.5
213,en,136,28,27,27,4.857142857142857,5.037037037037037,5.037037037037037
214,sa,95,93,37,17,1.021505376344086,2.5675675675675675,5.588235294117647
214,sa_latn,94,48,41,16,1.9583333333333333,2.292682926829268,5.875
214,hi,116,115,34,24,1.008695652173913,3.411764705882353,4.833333333333333
214,en,143,32,32,30,4.46875,4.46875,4.766666666666667
215,sa,95,94,42,16,1.0106382978723405,2.261904761904762,5.9375
215,sa_latn,96,62,44,16,1.5483870967741935,2.1818181818181817,6.0
215,hi,235,219,68,45,1.0730593607305936,3.4558823529411766,5.222222222222222
215,en,240,49,47,44,4.8979591836734695,5.1063829787234045,5.454545454545454
216,sa,87,83,40,16,1.0481927710843373,2.175,5.4375
216,sa_latn,90,45,38,17,2.0,2.3684210526315788,5.294117647058823
216,hi,189,183,55,38,1.0327868852459017,3.4363636363636365,4.973684210526316
216,en,166,32,32,32,5.1875,5.1875,5.1875
217,sa,86,81,36,19,1.0617283950617284,2.388888888888889,4.526315789473684
217,sa_latn,95,56,38,18,1.6964285714285714,2.5,5.277777777777778
217,hi,161,152,54,38,1.0592105263157894,2.9814814814814814,4.2368421052631575
217,en,173,41,38,36,4.219512195121951,4.552631578947368,4.805555555555555
218,sa,90,90,45,21,1.0,2.0,4.285714285714286
218,sa_latn,93,61,41,14,1.5245901639344261,2.268292682926829,6.642857142857143
218,hi,186,182,57,32,1.021978021978022,3.263157894736842,5.8125
218,en,173,32,33,30,5.40625,5.242424242424242,5.766666666666667
219,sa,86,85,40,17,1.011764705882353,2.15,5.0588235294117645
219,sa_latn,93,64,46,15,1.453125,2.0217391304347827,6.2
219,hi,192,177,50,38,1.0847457627118644,3.84,5.052631578947368
219,en,147,28,28,27,5.25,5.25,5.444444444444445
220,sa,93,98,44,18,0.9489795918367347,2.1136363636363638,5.166666666666667
220,sa_latn,103,74,54,22,1.3918918918918919,1.9074074074074074,4.681818181818182
220,hi,262,257,71,55,1.0194552529182879,3.6901408450704225,4.763636363636364
220,en,246,50,50,49,4.92,4.92,5.020408163265306
221,sa,87,87,42,20,1.0,2.0714285714285716,4.35
221,sa_latn,93,54,43,18,1.7222222222222223,2.1627906976744184,5.166666666666667
221,hi,124,124,45,25,1.0,2.7555555555555555,4.96
221,en,130,34,34,33,3.823529411764706,3.823529411764706,3.9393939393939394
222,sa,103,95,52,23,1.0842105263157895,1.9807692307692308,4.478260869565218
222,sa_latn,102,69,44,17,1.4782608695652173,2.3181818181818183,6.0
222,hi,189,180,57,45,1.05,3.3157894736842106,4.2
222,en,202,37,37,38,5.45945945945946,5.45945945945946,5.315789473684211
223,sa,111,105,52,21,1.0571428571428572,2.1346153846153846,5.285714285714286
223,sa_latn,106,62,47,18,1.7096774193548387,2.25531914893617,5.888888888888889
223,hi,160,152,48,35,1.0526315789473684,3.3333333333333335,4.571428571428571
223,en,191,35,34,31,5.457142857142857,5.617647058823529,6.161290322580645
224,sa,95,96,42,18,0.9895833333333334,2.261904761904762,5.277777777777778
224,sa_latn,97,48,43,17,2.0208333333333335,2.255813953488372,5.705882352941177
224,hi,141,139,45,30,1.014388489208633,3.1333333333333333,4.7
224,en,158,29,29,28,5.448275862068965,5.448275862068965,5.642857142857143
225,sa,83,87,40,24,0.9540229885057471,2.075,3.4583333333333335
225,sa_latn,91,47,38,19,1.9361702127659575,2.3947368421052633,4.7894736842105265
225,hi,255,247,74,49,1.0323886639676114,3.445945945945946,5.204081632653061
225,en,243,52,51,51,4.673076923076923,4.764705882352941,4.764705882352941
226,sa,90,88,48,23,1.0227272727272727,1.875,3.9130434782608696
226,sa_latn,98,70,49,19,1.4,2.0,5.157894736842105
226,hi,135,125,41,31,1.08,3.292682926829268,4.354838709677419
226,en,130,29,29,28,4.482758620689655,4.482758620689655,4.642857142857143
227,sa,93,106,50,19,0.8773584905660378,1.86,4.894736842105263
227,sa_latn,103,62,47,27,1.6612903225806452,2.1914893617021276,3.814814814814815
227,hi,335,329,93,72,1.0182370820668694,3.6021505376344085,4.652777777777778
227,en,191,38,38,36,5.026315789473684,5.026315789473684,5.305555555555555
228,sa,86,90,46,18,0.9555555555555556,1.8695652173913044,4.777777777777778
228,sa_latn,99,76,52,20,1.3026315789473684,1.9038461538461537,4.95
228,hi,216,206,68,46,1.0485436893203883,3.176470588235294,4.695652173913044
228,en,211,42,43,40,5.023809523809524,4.906976744186046,5.275
229,sa,87,85,43,16,1.0235294117647058,2.0232558139534884,5.4375
229,sa_latn,87,54,36,16,1.6111111111111112,2.4166666666666665,5.4375
229,hi,196,181,62,47,1.0828729281767955,3.161290322580645,4.170212765957447
229,en,197,44,41,40,4.4772727272727275,4.804878048780488,4.925
230,sa,187,188,88,30,0.9946808510638298,2.125,6.233333333333333
230,sa_latn,200,128,93,32,1.5625,2.150537634408602,6.25
230,hi,286,266,92,63,1.0751879699248121,3.108695652173913,4.5396825396825395
230,en,304,63,64,60,4.825396825396825,4.75,5.066666666666666
231,sa,187,188,88,30,0.9946808510638298,2.125,6.233333333333333
231,sa_latn,200,128,93,32,1.5625,2.150537634408602,6.25
231,hi,286,266,92,63,1.0751879699248121,3.108695652173913,4.5396825396825395
231,en,304,63,64,60,4.825396825396825,4.75,5.066666666666666
232,sa,90,90,42,15,1.0,2.142857142857143,6.0
232,sa_latn,99,70,51,18,1.4142857142857144,1.9411764705882353,5.5
232,hi,147,142,48,30,1.0352112676056338,3.0625,4.9
232,en,175,39,38,33,4.487179487179487,4.605263157894737,5.303030303030303
233,sa,103,99,46,26,1.0404040404040404,2.239130434782609,3.9615384615384617
233,sa_latn,116,62,48,19,1.8709677419354838,2.4166666666666665,6.105263157894737
233,hi,229,216,72,49,1.0601851851851851,3.1805555555555554,4.673469387755102
233,en,260,57,52,45,4.56140350877193,5.0,5.777777777777778
234,sa,90,87,44,18,1.0344827586206897,2.0454545454545454,5.0
234,sa_latn,96,55,39,16,1.7454545454545454,2.4615384615384617,6.0
234,hi,126,121,40,28,1.0413223140495869,3.15,4.5
234,en,108,26,24,21,4.153846153846154,4.5,5.142857142857143
235,sa,80,85,39,16,0.9411764705882353,2.051282051282051,5.0
235,sa_latn,88,55,39,15,1.6,2.2564102564102564,5.866666666666666
235,hi,190,177,54,41,1.073446327683616,3.5185185185185186,4.634146341463414
235,en,194,42,41,41,4.619047619047619,4.7317073170731705,4.7317073170731705
236,sa,87,90,41,18,0.9666666666666667,2.1219512195121952,4.833333333333333
236,sa_latn,91,55,41,17,1.6545454545454545,2.2195121951219514,5.352941176470588
236,hi,179,172,53,40,1.0406976744186047,3.3773584905660377,4.475
236,en,177,37,37,36,4.783783783783784,4.783783783783784,4.916666666666667
237,sa,86,90,44,16,0.9555555555555556,1.9545454545454546,5.375
237,sa_latn,87,50,38,12,1.74,2.289473684210526,7.25
237,hi,111,102,34,27,1.088235294117647,3.264705882352941,4.111111111111111
237,en,137,31,30,29,4.419354838709677,4.566666666666666,4.724137931034483
238,sa,95,96,44,19,0.9895833333333334,2.159090909090909,5.0
238,sa_latn,93,49,39,16,1.8979591836734695,2.3846153846153846,5.8125
238,hi,121,109,37,29,1.110091743119266,3.27027027027027,4.172413793103448
238,en,124,29,29,29,4.275862068965517,4.275862068965517,4.275862068965517
239,sa,80,80,37,17,1.0,2.1621621621621623,4.705882352941177
239,sa_latn,88,65,45,14,1.353846153846154,1.9555555555555555,6.285714285714286
239,hi,180,183,58,48,0.9836065573770492,3.103448275862069,3.75
239,en,187,41,41,37,4.560975609756097,4.560975609756097,5.054054054054054
240,sa,94,96,44,16,0.9791666666666666,2.1363636363636362,5.875
240,sa_latn,94,64,49,18,1.46875,1.9183673469387754,5.222222222222222
240,hi,169,165,53,39,1.0242424242424242,3.188679245283019,4.333333333333333
240,en,189,40,40,37,4.725,4.725,5.108108108108108
241,sa,89,91,45,17,0.978021978021978,1.9777777777777779,5.235294117647059
241,sa_latn,98,60,45,18,1.6333333333333333,2.1777777777777776,5.444444444444445
241,hi,313,306,99,62,1.022875816993464,3.1616161616161618,5.048387096774194
241,en,310,67,66,63,4.626865671641791,4.696969696969697,4.920634920634921
242,sa,80,77,38,18,1.0389610389610389,2.1052631578947367,4.444444444444445
242,sa_latn,84,53,40,14,1.5849056603773586,2.1,6.0
242,hi,205,191,55,42,1.0732984293193717,3.727272727272727,4.880952380952381
242,en,179,33,33,32,5.424242424242424,5.424242424242424,5.59375
243,sa,90,88,44,22,1.0227272727272727,2.0454545454545454,4.090909090909091
243,sa_latn,100,64,45,17,1.5625,2.2222222222222223,5.882352941176471
243,hi,144,147,50,34,0.9795918367346939,2.88,4.235294117647059
243,en,186,52,52,47,3.576923076923077,3.576923076923077,3.9574468085106385
244,sa,182,178,85,25,1.0224719101123596,2.1411764705882352,7.28
244,sa_latn,193,121,89,27,1.5950413223140496,2.168539325842697,7.148148148148148
244,hi,274,261,86,60,1.049808429118774,3.186046511627907,4.566666666666666
244,en,299,64,64,61,4.671875,4.671875,4.901639344262295
245,sa,182,178,85,25,1.0224719101123596,2.1411764705882352,7.28
245,sa_latn,193,121,89,27,1.5950413223140496,2.168539325842697,7.148148148148148
245,hi,274,261,86,60,1.049808429118774,3.186046511627907,4.566666666666666
245,en,299,64,64,61,4.671875,4.671875,4.901639344262295
246,sa,92,85,41,21,1.0823529411764705,2.2439024390243905,4.380952380952381
246,sa_latn,98,52,41,20,1.8846153846153846,2.3902439024390243,4.9
246,hi,166,154,53,34,1.077922077922078,3.1320754716981134,4.882352941176471
246,en,165,41,40,36,4.024390243902439,4.125,4.583333333333333
247,sa,85,85,40,16,1.0,2.125,5.3125
247,sa_latn,94,61,42,17,1.540983606557377,2.238095238095238,5.529411764705882
247,hi,134,123,40,28,1.089430894308943,3.35,4.785714285714286
247,en,129,34,31,26,3.7941176470588234,4.161290322580645,4.961538461538462
248,sa,89,90,44,22,0.9888888888888889,2.022727272727273,4.045454545454546
248,sa_latn,96,51,42,19,1.8823529411764706,2.2857142857142856,5.052631578947368
248,hi,136,138,39,34,0.9855072463768116,3.4871794871794872,4.0
248,en,106,26,26,25,4.076923076923077,4.076923076923077,4.24
249,sa,84,87,35,20,0.9655172413793104,2.4,4.2
249,sa_latn,89,54,41,19,1.6481481481481481,2.1707317073170733,4.684210526315789
249,hi,155,151,47,37,1.0264900662251655,3.297872340425532,4.1891891891891895
249,en,139,29,29,27,4.793103448275862,4.793103448275862,5.148148148148148
250,sa,89,88,40,18,1.0113636363636365,2.225,4.944444444444445
250,sa_latn,90,60,41,14,1.5,2.1951219512195124,6.428571428571429
250,hi,241,229,69,51,1.0524017467248907,3.4927536231884058,4.7254901960784315
250,en,213,47,46,43,4.531914893617022,4.630434782608695,4.953488372093023
251,sa,85,86,41,18,0.9883720930232558,2.073170731707317,4.722222222222222
251,sa_latn,87,49,37,17,1.7755102040816326,2.3513513513513513,5.117647058823529
251,hi,129,121,42,25,1.0661157024793388,3.0714285714285716,5.16
251,en,131,30,30,27,4.366666666666666,4.366666666666666,4.851851851851852
252,sa,87,88,38,17,0.9886363636363636,2.289473684210526,5.117647058823529
252,sa_latn,91,48,38,14,1.8958333333333333,2.3947368421052633,6.5
252,hi,150,144,49,37,1.0416666666666667,3.061224489795918,4.054054054054054
252,en,191,41,41,39,4.658536585365853,4.658536585365853,4.897435897435898
253,sa,97,95,44,21,1.0210526315789474,2.2045454545454546,4.619047619047619
253,sa_latn,102,53,42,18,1.9245283018867925,2.4285714285714284,5.666666666666667
253,hi,148,139,42,31,1.064748201438849,3.5238095238095237,4.774193548387097
253,en,154,34,32,29,4.529411764705882,4.8125,5.310344827586207
254,sa,90,89,45,19,1.0112359550561798,2.0,4.7368421052631575
254,sa_latn,95,58,38,15,1.6379310344827587,2.5,6.333333333333333
254,hi,140,136,36,29,1.0294117647058822,3.888888888888889,4.827586206896552
254,en,163,33,33,32,4.9393939393939394,4.9393939393939394,5.09375
255,sa,91,98,43,20,0.9285714285714286,2.116279069767442,4.55
255,sa_latn,93,59,43,19,1.576271186440678,2.1627906976744184,4.894736842105263
255,hi,140,140,46,31,1.0,3.0434782608695654,4.516129032258065
255,en,143,28,28,25,5.107142857142857,5.107142857142857,5.72
256,sa,178,177,90,28,1.0056497175141244,1.9777777777777779,6.357142857142857
256,sa_latn,194,117,85,27,1.6581196581196582,2.2823529411764705,7.185185185185185
256,hi,233,229,68,48,1.017467248908297,3.426470588235294,4.854166666666667
256,en,258,52,52,49,4.961538461538462,4.961538461538462,5.26530612244898
257,sa,178,177,90,28,1.0056497175141244,1.9777777777777779,6.357142857142857
257,sa_latn,194,117,85,27,1.6581196581196582,2.2823529411764705,7.185185185185185
257,hi,233,229,68,48,1.017467248908297,3.426470588235294,4.854166666666667
257,en,258,52,52,49,4.961538461538462,4.961538461538462,5.26530612244898
258,sa,80,81,41,17,0.9876543209876543,1.951219512195122,4.705882352941177
258,sa_latn,93,41,36,17,2.268292682926829,2.5833333333333335,5.470588235294118
258,hi,113,114,33,25,0.9912280701754386,3.4242424242424243,4.52
258,en,119,24,24,22,4.958333333333333,4.958333333333333,5.409090909090909
259,sa,81,81,42,16,1.0,1.9285714285714286,5.0625
259,sa_latn,93,53,38,17,1.7547169811320755,2.4473684210526314,5.470588235294118
259,hi,179,179,53,40,1.0,3.3773584905660377,4.475
259,en,164,33,33,31,4.96969696969697,4.96969696969697,5.290322580645161
260,sa,86,86,44,15,1.0,1.9545454545454546,5.733333333333333
260,sa_latn,95,54,40,16,1.7592592592592593,2.375,5.9375
260,hi,177,167,54,35,1.0598802395209581,3.2777777777777777,5.057142857142857
260,en,194,37,37,36,5.243243243243243,5.243243243243243,5.388888888888889
261,sa,84,83,34,16,1.0120481927710843,2.4705882352941178,5.25
261,sa_latn,93,52,41,18,1.7884615384615385,2.268292682926829,5.166666666666667
261,hi,118,123,36,26,0.959349593495935,3.2777777777777777,4.538461538461538
261,en,128,29,29,27,4.413793103448276,4.413793103448276,4.7407407407407405
262,sa,89,79,37,20,1.1265822784810127,2.4054054054054053,4.45
262,sa_latn,97,54,40,17,1.7962962962962963,2.425,5.705882352941177
262,hi,118,118,32,26,1.0,3.6875,4.538461538461538
262,en,104,26,26,26,4.0,4.0,4.0
263,sa,85,84,39,18,1.0119047619047619,2.1794871794871793,4.722222222222222
263,sa_latn,93,51,40,18,1.8235294117647058,2.325,5.166666666666667
263,hi,183,171,54,38,1.0701754385964912,3.388888888888889,4.815789473684211
263,en,167,38,38,35,4.394736842105263,4.394736842105263,4.771428571428571
264,sa,85,81,41,22,1.0493827160493827,2.073170731707317,3.8636363636363638
264,sa_latn,92,51,38,17,1.803921568627451,2.4210526315789473,5.411764705882353
264,hi,192,183,46,40,1.0491803278688525,4.173913043478261,4.8
264,en,153,34,34,32,4.5,4.5,4.78125
265,sa,110,111,52,22,0.990990990990991,2.1153846153846154,5.0
265,sa_latn,111,61,47,18,1.819672131147541,2.3617021276595747,6.166666666666667
