verse_id,lang,segment_type,chars,gpt_tokens,o200k_tokens,gemini_tokens,spm_tokens,chars_per_gpt_tok,chars_per_o200k_tok,chars_per_gemini_tok,chars_per_spm_tok
99,en,en_mean,2019,538,488,477,554,3.7527881040892193,4.137295081967213,4.232704402515723,3.6444043321299637
99,hi,hi_trans,156,156,47,39,32,1.0,3.3191489361702127,4.0,4.875
99,hi,hi_mean,2129,2072,696,564,548,1.0275096525096525,3.0589080459770117,3.774822695035461,3.8850364963503647
100,sa,sa_verse,103,94,43,39,22,1.0957446808510638,2.395348837209302,2.641025641025641,4.681818181818182
100,en,en_trans,166,39,39,38,36,4.256410256410256,4.256410256410256,4.368421052631579,4.611111111111111
100,en,en_mean,3011,805,793,799,807,3.7403726708074534,3.7969735182849935,3.7684605757196494,3.731102850061958
100,hi,hi_trans,130,129,44,37,31,1.0077519379844961,2.9545454545454546,3.5135135135135136,4.193548387096774
100,hi,hi_mean,2992,2887,1050,892,814,1.0363699341877382,2.8495238095238093,3.3542600896860986,3.675675675675676
101,sa,sa_verse,109,110,49,46,20,0.990909090909091,2.2244897959183674,2.369565217391304,5.45
101,en,en_trans,228,48,48,46,45,4.75,4.75,4.956521739130435,5.066666666666666
101,en,en_mean,2587,672,626,610,717,3.849702380952381,4.13258785942492,4.240983606557377,3.608089260808926
101,hi,hi_trans,254,243,79,67,52,1.045267489711934,3.2151898734177213,3.791044776119403,4.884615384615385
101,hi,hi_mean,2592,2551,872,725,709,1.0160721285770287,2.9724770642201834,3.5751724137931036,3.6558533145275036
102,sa,sa_verse,84,87,45,42,20,0.9655172413793104,1.8666666666666667,2.0,4.2
102,en,en_trans,167,37,37,35,35,4.513513513513513,4.513513513513513,4.771428571428571,4.771428571428571
102,en,en_mean,1420,313,305,306,367,4.536741214057508,4.655737704918033,4.640522875816994,3.869209809264305
102,hi,hi_trans,160,152,49,43,36,1.0526315789473684,3.2653061224489797,3.7209302325581395,4.444444444444445
102,hi,hi_mean,1361,1323,441,370,337,1.0287226001511716,3.0861678004535147,3.6783783783783783,4.0385756676557865
103,sa,sa_verse,100,93,41,40,18,1.075268817204301,2.4390243902439024,2.5,5.555555555555555
103,en,en_trans,155,31,31,31,28,5.0,5.0,5.0,5.535714285714286
103,en,en_mean,1129,254,252,250,317,4.44488188976378,4.48015873015873,4.516,3.5615141955835963
103,hi,hi_trans,159,148,47,41,34,1.0743243243243243,3.382978723404255,3.8780487804878048,4.676470588235294
103,hi,hi_mean,1310,1271,393,333,341,1.030684500393391,3.3333333333333335,3.933933933933934,3.841642228739003
104,sa,sa_verse,99,94,42,39,15,1.053191489361702,2.357142857142857,2.5384615384615383,6.6
104,en,en_trans,146,31,31,30,29,4.709677419354839,4.709677419354839,4.866666666666666,5.0344827586206895
104,en,en_mean,1854,437,418,411,501,4.242562929061785,4.435406698564593,4.510948905109489,3.7005988023952097
104,hi,hi_trans,200,194,61,53,45,1.0309278350515463,3.278688524590164,3.7735849056603774,4.444444444444445
104,hi,hi_mean,1891,1870,607,533,509,1.0112299465240642,3.115321252059308,3.547842401500938,3.7151277013752457
105,sa,sa_verse,86,86,39,37,16,1.0,2.2051282051282053,2.324324324324324,5.375
105,en,en_trans,179,36,37,35,33,4.972222222222222,4.837837837837838,5.114285714285714,5.424242424242424
105,en,en_mean,1557,369,354,339,410,4.219512195121951,4.398305084745763,4.592920353982301,3.797560975609756
105,hi,hi_trans,186,189,57,51,39,0.9841269841269841,3.263157894736842,3.6470588235294117,4.769230769230769
105,hi,hi_mean,1589,1573,514,439,400,1.0101716465352828,3.0914396887159534,3.6195899772209565,3.9725
106,sa,sa_verse,86,77,39,35,18,1.1168831168831168,2.2051282051282053,2.4571428571428573,4.777777777777778
106,en,en_trans,171,35,34,35,34,4.885714285714286,5.029411764705882,4.885714285714286,5.029411764705882
106,en,en_mean,3459,794,782,776,962,4.356423173803527,4.423273657289003,4.457474226804123,3.5956340956340958
106,hi,hi_trans,151,142,44,39,33,1.0633802816901408,3.4318181818181817,3.871794871794872,4.575757575757576
106,hi,hi_mean,3436,3378,1103,943,984,1.0171699230313795,3.1151405258386218,3.643690349946978,3.491869918699187
107,sa,sa_verse,94,84,41,34,17,1.119047619047619,2.292682926829268,2.764705882352941,5.529411764705882
107,en,en_trans,108,21,21,20,20,5.142857142857143,5.142857142857143,5.4,5.4
107,en,en_mean,1549,540,457,461,538,2.8685185185185187,3.3894967177242887,3.3600867678958783,2.879182156133829
107,hi,hi_trans,118,110,35,32,28,1.0727272727272728,3.3714285714285714,3.6875,4.214285714285714
107,hi,hi_mean,1420,1421,542,457,458,0.9992962702322308,2.6199261992619927,3.1072210065645516,3.1004366812227073
108,sa,sa_verse,88,89,43,41,18,0.9887640449438202,2.046511627906977,2.1463414634146343,4.888888888888889
108,en,en_trans,140,26,26,26,26,5.384615384615385,5.384615384615385,5.384615384615385,5.384615384615385
108,en,en_mean,3272,773,732,736,893,4.232858990944373,4.469945355191257,4.445652173913044,3.664053751399776
108,hi,hi_trans,136,128,40,33,29,1.0625,3.4,4.121212121212121,4.689655172413793
108,hi,hi_mean,3493,3399,1097,931,957,1.0276551927037363,3.184138559708295,3.7518796992481205,3.649947753396029
109,sa,sa_verse,100,98,45,42,21,1.0204081632653061,2.2222222222222223,2.380952380952381,4.761904761904762
109,en,en_trans,186,40,39,39,35,4.65,4.769230769230769,4.769230769230769,5.314285714285714
109,en,en_mean,966,203,199,196,234,4.758620689655173,4.8542713567839195,4.928571428571429,4.128205128205129
109,hi,hi_trans,187,179,55,47,43,1.0446927374301676,3.4,3.978723404255319,4.348837209302325
109,hi,hi_mean,955,930,298,246,243,1.0268817204301075,3.204697986577181,3.8821138211382116,3.9300411522633745
110,sa,sa_verse,89,93,42,38,15,0.956989247311828,2.119047619047619,2.3421052631578947,5.933333333333334
110,en,en_trans,142,32,32,30,30,4.4375,4.4375,4.733333333333333,4.733333333333333
110,en,en_mean,2397,544,540,545,584,4.40625,4.438888888888889,4.398165137614679,4.10445205479452
110,hi,hi_trans,131,127,43,38,30,1.031496062992126,3.046511627906977,3.4473684210526314,4.366666666666666
110,hi,hi_mean,2381,2284,759,677,599,1.0424693520140105,3.137022397891963,3.51698670605613,3.974958263772955
111,sa,sa_verse,86,81,41,36,18,1.0617283950617284,2.097560975609756,2.388888888888889,4.777777777777778
111,en,en_trans,149,30,30,29,29,4.966666666666667,4.966666666666667,5.137931034482759,5.137931034482759
111,en,en_mean,921,191,188,187,211,4.821989528795812,4.898936170212766,4.925133689839572,4.3649289099526065
111,hi,hi_trans,154,152,44,36,34,1.013157894736842,3.5,4.277777777777778,4.529411764705882
111,hi,hi_mean,906,881,277,227,214,1.0283768444948922,3.270758122743682,3.9911894273127753,4.233644859813084
112,sa,sa_verse,88,86,36,33,18,1.0232558139534884,2.4444444444444446,2.6666666666666665,4.888888888888889
112,en,en_trans,247,56,55,52,50,4.410714285714286,4.490909090909091,4.75,4.94
112,en,en_mean,2491,648,589,583,703,3.8441358024691357,4.229202037351443,4.2727272727272725,3.543385490753912
112,hi,hi_trans,262,251,74,68,59,1.043824701195219,3.5405405405405403,3.8529411764705883,4.440677966101695
112,hi,hi_mean,2596,2526,851,732,737,1.0277117973079968,3.0505287896592246,3.546448087431694,3.5223880597014925
113,sa,sa_verse,86,82,42,38,18,1.048780487804878,2.0476190476190474,2.263157894736842,4.777777777777778
113,en,en_trans,154,34,35,32,32,4.529411764705882,4.4,4.8125,4.8125
113,en,en_mean,1359,384,342,341,394,3.5390625,3.973684210526316,3.9853372434017595,3.449238578680203
113,hi,hi_trans,195,185,62,50,44,1.054054054054054,3.1451612903225805,3.9,4.431818181818182
113,hi,hi_mean,1241,1214,436,365,391,1.0222405271828665,2.846330275229358,3.4,3.1739130434782608
114,sa,sa_verse,99,90,40,38,15,1.1,2.475,2.6052631578947367,6.6
114,en,en_trans,137,26,26,24,24,5.269230769230769,5.269230769230769,5.708333333333333,5.708333333333333
114,en,en_mean,612,123,122,117,130,4.975609756097561,5.016393442622951,5.230769230769231,4.707692307692308
114,hi,hi_trans,119,119,41,35,26,1.0,2.902439024390244,3.4,4.576923076923077
114,hi,hi_mean,561,549,164,137,117,1.0218579234972678,3.4207317073170733,4.094890510948905,4.794871794871795
115,sa,sa_verse,92,88,38,37,21,1.0454545454545454,2.4210526315789473,2.4864864864864864,4.380952380952381
115,en,en_trans,146,31,31,31,30,4.709677419354839,4.709677419354839,4.709677419354839,4.866666666666666
115,en,en_mean,1527,325,325,319,378,4.6984615384615385,4.6984615384615385,4.786833855799373,4.0396825396825395
115,hi,hi_trans,140,141,48,40,31,0.9929078014184397,2.9166666666666665,3.5,4.516129032258065
115,hi,hi_mean,1661,1634,519,434,423,1.0165238678090576,3.2003853564547207,3.827188940092166,3.9267139479905437
116,sa,sa_verse,115,110,53,49,20,1.0454545454545454,2.169811320754717,2.3469387755102042,5.75
116,en,en_trans,250,51,51,47,46,4.901960784313726,4.901960784313726,5.319148936170213,5.434782608695652
116,en,en_mean,642,145,138,130,154,4.427586206896552,4.6521739130434785,4.938461538461539,4.1688311688311686
116,hi,hi_trans,258,241,78,65,54,1.070539419087137,3.3076923076923075,3.9692307692307693,4.777777777777778
116,hi,hi_mean,665,638,205,173,166,1.042319749216301,3.2439024390243905,3.8439306358381504,4.006024096385542
117,sa,sa_verse,89,87,40,40,19,1.0229885057471264,2.225,2.225,4.684210526315789
117,en,en_trans,135,30,30,29,27,4.5,4.5,4.655172413793103,5.0
117,en,en_mean,1430,301,300,300,399,4.750830564784053,4.766666666666667,4.766666666666667,3.5839598997493733
117,hi,hi_trans,169,160,58,50,37,1.05625,2.913793103448276,3.38,4.5675675675675675
117,hi,hi_mean,1509,1477,474,383,413,1.021665538253216,3.1835443037974684,3.939947780678851,3.6537530266343827
118,sa,sa_verse,104,98,46,41,19,1.0612244897959184,2.260869565217391,2.5365853658536586,5.473684210526316
118,en,en_trans,257,55,55,54,52,4.672727272727273,4.672727272727273,4.7592592592592595,4.9423076923076925
118,en,en_mean,1652,437,407,416,431,3.780320366132723,4.058968058968059,3.9711538461538463,3.8329466357308584
118,hi,hi_trans,252,239,69,60,55,1.0543933054393306,3.652173913043478,4.2,4.581818181818182
118,hi,hi_mean,1517,1489,484,408,371,1.0188045668233714,3.134297520661157,3.718137254901961,4.0889487870619945
119,sa,sa_verse,189,189,91,75,30,1.0,2.076923076923077,2.52,6.3
119,en,en_trans,251,56,55,53,51,4.482142857142857,4.5636363636363635,4.735849056603773,4.921568627450981
119,en,en_mean,1409,295,290,280,317,4.776271186440678,4.858620689655172,5.0321428571428575,4.444794952681388
119,hi,hi_trans,271,266,82,70,60,1.018796992481203,3.3048780487804876,3.8714285714285714,4.516666666666667
119,hi,hi_mean,1448,1405,428,343,321,1.0306049822064056,3.383177570093458,4.221574344023324,4.510903426791277
120,sa,sa_verse,189,189,91,75,30,1.0,2.076923076923077,2.52,6.3
120,en,en_trans,251,56,55,53,51,4.482142857142857,4.5636363636363635,4.735849056603773,4.921568627450981
120,en,en_mean,1409,295,290,280,317,4.776271186440678,4.858620689655172,5.0321428571428575,4.444794952681388
120,hi,hi_trans,271,266,82,70,60,1.018796992481203,3.3048780487804876,3.8714285714285714,4.516666666666667
120,hi,hi_mean,1448,1405,428,343,321,1.0306049822064056,3.383177570093458,4.221574344023324,4.510903426791277
121,sa,sa_verse,111,112,46,43,20,0.9910714285714286,2.4130434782608696,2.5813953488372094,5.55
121,en,en_trans,220,44,43,43,42,5.0,5.116279069767442,5.116279069767442,5.238095238095238
121,en,en_mean,1037,210,207,203,224,4.938095238095238,5.009661835748792,5.108374384236453,4.629464285714286
121,hi,hi_trans,230,224,73,62,50,1.0267857142857142,3.1506849315068495,3.7096774193548385,4.6
121,hi,hi_mean,1174,1158,360,278,270,1.0138169257340242,3.261111111111111,4.223021582733813,4.348148148148148
122,sa,sa_verse,86,85,41,37,17,1.011764705882353,2.097560975609756,2.324324324324324,5.0588235294117645
122,en,en_trans,154,29,28,28,25,5.310344827586207,5.5,5.5,6.16
122,en,en_mean,1820,379,370,364,396,4.802110817941952,4.918918918918919,5.0,4.595959595959596
122,hi,hi_trans,133,119,39,34,28,1.1176470588235294,3.41025641025641,3.911764705882353,4.75
122,hi,hi_mean,1740,1680,524,435,413,1.0357142857142858,3.3206106870229006,4.0,4.213075060532687
123,sa,sa_verse,92,90,46,37,19,1.0222222222222221,2.0,2.4864864864864864,4.842105263157895
123,en,en_trans,166,38,36,36,34,4.368421052631579,4.611111111111111,4.611111111111111,4.882352941176471
123,en,en_mean,1128,303,279,276,302,3.722772277227723,4.043010752688172,4.086956521739131,3.7350993377483444
123,hi,hi_trans,146,141,41,33,31,1.0354609929078014,3.5609756097560976,4.424242424242424,4.709677419354839
123,hi,hi_mean,1236,1215,397,332,337,1.017283950617284,3.1133501259445846,3.7228915662650603,3.6676557863501484
124,sa,sa_verse,96,90,44,39,18,1.0666666666666667,2.1818181818181817,2.4615384615384617,5.333333333333333
124,en,en_trans,166,32,33,32,30,5.1875,5.03030303030303,5.1875,5.533333333333333
124,en,en_mean,3354,809,785,768,936,4.145859085290482,4.272611464968153,4.3671875,3.5833333333333335
124,hi,hi_trans,174,165,56,48,34,1.0545454545454545,3.107142857142857,3.625,5.117647058823529
124,hi,hi_mean,3332,3348,1065,910,924,0.995221027479092,3.1286384976525823,3.6615384615384614,3.606060606060606
125,sa,sa_verse,89,85,38,37,17,1.0470588235294118,2.3421052631578947,2.4054054054054053,5.235294117647059
125,en,en_trans,164,33,32,31,30,4.96969696969697,5.125,5.290322580645161,5.466666666666667
125,en,en_mean,1223,312,292,289,323,3.9198717948717947,4.188356164383562,4.231833910034602,3.7863777089783284
125,hi,hi_trans,174,162,47,41,34,1.0740740740740742,3.702127659574468,4.2439024390243905,5.117647058823529
125,hi,hi_mean,1218,1179,381,323,302,1.0330788804071247,3.1968503937007875,3.7708978328173375,4.033112582781457
126,sa,sa_verse,89,82,40,35,22,1.0853658536585367,2.225,2.5428571428571427,4.045454545454546
126,en,en_trans,163,32,32,30,29,5.09375,5.09375,5.433333333333334,5.620689655172414
126,en,en_mean,1267,301,275,272,324,4.209302325581396,4.607272727272727,4.658088235294118,3.9104938271604937
126,hi,hi_trans,157,152,40,31,30,1.0328947368421053,3.925,5.064516129032258,5.233333333333333
126,hi,hi_mean,1320,1287,418,346,337,1.0256410256410255,3.1578947368421053,3.815028901734104,3.916913946587537
127,sa,sa_verse,88,88,42,41,17,1.0,2.0952380952380953,2.1463414634146343,5.176470588235294
127,en,en_trans,231,51,49,49,47,4.529411764705882,4.714285714285714,4.714285714285714,4.914893617021277
127,en,en_mean,3447,879,828,830,969,3.9215017064846416,4.163043478260869,4.153012048192771,3.557275541795666
127,hi,hi_trans,200,190,61,51,44,1.0526315789473684,3.278688524590164,3.9215686274509802,4.545454545454546
127,hi,hi_mean,3518,3410,1081,919,952,1.0316715542521995,3.2543940795559667,3.8280739934711643,3.6953781512605044
128,sa,sa_verse,92,91,46,40,22,1.010989010989011,2.0,2.3,4.181818181818182
128,en,en_trans,198,48,47,44,41,4.125,4.212765957446808,4.5,4.829268292682927
128,en,en_mean,1826,392,384,388,475,4.658163265306122,4.755208333333333,4.706185567010309,3.8442105263157895
128,hi,hi_trans,211,208,71,51,44,1.0144230769230769,2.971830985915493,4.137254901960785,4.795454545454546
128,hi,hi_mean,2015,1951,579,474,480,1.0328036904151716,3.4801381692573403,4.251054852320675,4.197916666666667
129,sa,sa_verse,80,79,39,36,20,1.0126582278481013,2.051282051282051,2.2222222222222223,4.0
129,en,en_trans,150,28,28,28,28,5.357142857142857,5.357142857142857,5.357142857142857,5.357142857142857
129,en,en_mean,1944,466,439,435,507,4.171673819742489,4.428246013667426,4.468965517241379,3.834319526627219
129,hi,hi_trans,145,140,41,31,26,1.0357142857142858,3.5365853658536586,4.67741935483871,5.576923076923077
129,hi,hi_mean,1992,1937,613,502,519,1.0283944243675787,3.2495921696574226,3.9681274900398407,3.838150289017341
130,sa,sa_verse,100,103,48,43,25,0.970873786407767,2.0833333333333335,2.3255813953488373,4.0
130,en,en_trans,219,43,43,42,42,5.093023255813954,5.093023255813954,5.214285714285714,5.214285714285714
130,en,en_mean,2225,491,488,489,596,4.531568228105907,4.559426229508197,4.550102249488752,3.7332214765100673
130,hi,hi_trans,192,189,57,43,35,1.0158730158730158,3.3684210526315788,4.465116279069767,5.485714285714286
130,hi,hi_mean,2424,2338,710,588,614,1.0367835757057313,3.4140845070422534,4.122448979591836,3.9478827361563518
131,sa,sa_verse,97,97,48,45,23,1.0,2.0208333333333335,2.1555555555555554,4.217391304347826
131,en,en_trans,176,38,38,38,38,4.631578947368421,4.631578947368421,4.631578947368421,4.631578947368421
131,en,en_mean,4355,1006,972,943,1231,4.329025844930418,4.480452674897119,4.618239660657476,3.537774167343623
131,hi,hi_trans,222,212,70,54,46,1.0471698113207548,3.1714285714285713,4.111111111111111,4.826086956521739
131,hi,hi_mean,4576,4450,1476,1214,1314,1.028314606741573,3.100271002710027,3.769357495881384,3.4824961948249618
132,sa,sa_verse,88,90,44,37,19,0.9777777777777777,2.0,2.3783783783783785,4.631578947368421
132,en,en_trans,178,35,35,35,33,5.085714285714285,5.085714285714285,5.085714285714285,5.393939393939394
132,en,en_mean,324,72,71,72,83,4.5,4.563380281690141,4.5,3.9036144578313254
132,hi,hi_trans,158,150,47,37,34,1.0533333333333332,3.3617021276595747,4.27027027027027,4.647058823529412
132,hi,hi_mean,353,340,112,85,86,1.0382352941176471,3.1517857142857144,4.152941176470589,4.104651162790698
133,sa,sa_verse,102,98,46,35,17,1.0408163265306123,2.217391304347826,2.914285714285714,6.0
133,en,en_trans,177,40,39,37,35,4.425,4.538461538461538,4.783783783783784,5.057142857142857
133,en,en_mean,1332,450,390,391,419,2.96,3.4153846153846152,3.4066496163682864,3.178997613365155
133,hi,hi_trans,164,165,49,39,32,0.9939393939393939,3.3469387755102042,4.205128205128205,5.125
133,hi,hi_mean,1243,1281,464,377,338,0.970335675253708,2.6788793103448274,3.297082228116711,3.6775147928994083
134,sa,sa_verse,84,81,40,38,22,1.037037037037037,2.1,2.210526315789474,3.8181818181818183
134,en,en_trans,196,41,41,39,39,4.780487804878049,4.780487804878049,5.0256410256410255,5.0256410256410255
134,en,en_mean,1503,297,295,290,359,5.0606060606060606,5.094915254237288,5.182758620689655,4.186629526462395
134,hi,hi_trans,226,213,68,56,49,1.0610328638497653,3.323529411764706,4.035714285714286,4.612244897959184
134,hi,hi_mean,1709,1671,505,409,416,1.0227408737283064,3.384158415841584,4.178484107579462,4.108173076923077
135,sa,sa_verse,93,90,42,37,19,1.0333333333333334,2.2142857142857144,2.5135135135135136,4.894736842105263
135,en,en_trans,113,27,27,27,26,4.185185185185185,4.185185185185185,4.185185185185185,4.346153846153846
135,en,en_mean,3079,718,704,703,801,4.288300835654596,4.373579545454546,4.379800853485064,3.8439450686641696
135,hi,hi_trans,133,133,39,36,26,1.0,3.41025641025641,3.6944444444444446,5.115384615384615
135,hi,hi_mean,3218,3124,970,832,825,1.030089628681178,3.3175257731958765,3.8677884615384617,3.9006060606060604
136,sa,sa_verse,83,83,46,39,19,1.0,1.8043478260869565,2.128205128205128,4.368421052631579
136,en,en_trans,185,37,37,38,36,5.0,5.0,4.868421052631579,5.138888888888889
136,en,en_mean,1775,404,391,377,411,4.393564356435643,4.539641943734015,4.708222811671088,4.318734793187348
136,hi,hi_trans,197,191,54,46,41,1.031413612565445,3.6481481481481484,4.282608695652174,4.804878048780488
136,hi,hi_mean,1684,1630,523,437,390,1.0331288343558283,3.2198852772466537,3.8535469107551488,4.317948717948718
137,sa,sa_verse,81,72,41,34,18,1.125,1.975609756097561,2.3823529411764706,4.5
137,en,en_trans,150,29,29,28,28,5.172413793103448,5.172413793103448,5.357142857142857,5.357142857142857
137,en,en_mean,440,115,111,113,124,3.8260869565217392,3.963963963963964,3.893805309734513,3.5483870967741935
137,hi,hi_trans,134,119,40,33,29,1.1260504201680672,3.35,4.0606060606060606,4.620689655172414
137,hi,hi_mean,451,428,152,136,113,1.0537383177570094,2.9671052631578947,3.3161764705882355,3.9911504424778763
138,sa,sa_verse,161,156,77,69,24,1.0320512820512822,2.090909090909091,2.3333333333333335,6.708333333333333
138,en,en_trans,276,52,52,51,50,5.3076923076923075,5.3076923076923075,5.411764705882353,5.52
138,en,en_mean,3021,664,637,621,746,4.549698795180723,4.742543171114599,4.8647342995169085,4.049597855227882
138,hi,hi_trans,323,304,89,74,66,1.0625,3.6292134831460676,4.364864864864865,4.893939393939394
138,hi,hi_mean,3357,3264,1013,848,809,1.0284926470588236,3.313919052319842,3.9587264150943398,4.149567367119901
139,sa,sa_verse,161,156,77,69,24,1.0320512820512822,2.090909090909091,2.3333333333333335,6.708333333333333
139,en,en_trans,276,52,52,51,50,5.3076923076923075,5.3076923076923075,5.411764705882353,5.52
139,en,en_mean,3021,664,637,621,746,4.549698795180723,4.742543171114599,4.8647342995169085,4.049597855227882
139,hi,hi_trans,323,304,89,74,66,1.0625,3.6292134831460676,4.364864864864865,4.893939393939394
139,hi,hi_mean,3357,3264,1013,848,809,1.0284926470588236,3.313919052319842,3.9587264150943398,4.149567367119901
140,sa,sa_verse,90,85,43,34,18,1.0588235294117647,2.0930232558139537,2.6470588235294117,5.0
140,en,en_trans,145,37,37,36,36,3.918918918918919,3.918918918918919,4.027777777777778,4.027777777777778
140,en,en_mean,1018,247,242,237,252,4.1214574898785425,4.206611570247934,4.29535864978903,4.0396825396825395
140,hi,hi_trans,171,161,48,42,40,1.062111801242236,3.5625,4.071428571428571,4.275
140,hi,hi_mean,959,914,261,234,227,1.049234135667396,3.6743295019157087,4.098290598290598,4.224669603524229
141,sa,sa_verse,93,88,42,40,20,1.0568181818181819,2.2142857142857144,2.325,4.65
141,en,en_trans,112,25,25,24,24,4.48,4.48,4.666666666666667,4.666666666666667
141,en,en_mean,475,96,95,93,104,4.947916666666667,5.0,5.10752688172043,4.5673076923076925
141,hi,hi_trans,131,124,34,30,28,1.0564516129032258,3.8529411764705883,4.366666666666666,4.678571428571429
141,hi,hi_mean,446,443,137,106,106,1.0067720090293453,3.2554744525547443,4.2075471698113205,4.2075471698113205
142,sa,sa_verse,91,84,44,40,21,1.0833333333333333,2.0681818181818183,2.275,4.333333333333333
142,en,en_trans,191,38,38,38,36,5.026315789473684,5.026315789473684,5.026315789473684,5.305555555555555
142,en,en_mean,1293,266,265,250,289,4.860902255639098,4.879245283018868,5.172,4.474048442906574
142,hi,hi_trans,191,182,51,42,40,1.0494505494505495,3.7450980392156863,4.5476190476190474,4.775
142,hi,hi_mean,1212,1185,364,296,281,1.0227848101265822,3.32967032967033,4.094594594594595,4.313167259786477
143,sa,sa_verse,99,97,45,40,19,1.0206185567010309,2.2,2.475,5.2105263157894735
143,en,en_trans,183,38,37,37,36,4.815789473684211,4.945945945945946,4.945945945945946,5.083333333333333
143,en,en_mean,1794,448,418,416,451,4.004464285714286,4.291866028708134,4.3125,3.977827050997783
143,hi,hi_trans,187,177,55,49,39,1.0564971751412429,3.4,3.816326530612245,4.794871794871795
143,hi,hi_mean,1846,1809,577,487,438,1.0204532891100055,3.199306759098787,3.790554414784394,4.2146118721461185
144,sa,sa_verse,90,90,42,36,19,1.0,2.142857142857143,2.5,4.7368421052631575
144,en,en_trans,271,52,52,52,50,5.211538461538462,5.211538461538462,5.211538461538462,5.42
144,en,en_mean,1388,267,265,260,291,5.198501872659176,5.2377358490566035,5.338461538461538,4.769759450171821
144,hi,hi_trans,272,258,73,68,54,1.054263565891473,3.7260273972602738,4.0,5.037037037037037
144,hi,hi_mean,1423,1398,415,353,325,1.0178826895565094,3.4289156626506023,4.031161473087819,4.378461538461538
145,sa,sa_verse,86,83,41,38,16,1.036144578313253,2.097560975609756,2.263157894736842,5.375
145,en,en_trans,174,37,37,37,35,4.702702702702703,4.702702702702703,4.702702702702703,4.9714285714285715
145,en,en_mean,2168,491,476,480,543,4.415478615071283,4.554621848739496,4.516666666666667,3.992633517495396
145,hi,hi_trans,170,164,52,43,33,1.0365853658536586,3.269230769230769,3.953488372093023,5.151515151515151
145,hi,hi_mean,2050,1984,608,509,519,1.033266129032258,3.3717105263157894,4.027504911591356,3.94990366088632
146,sa,sa_verse,84,84,40,32,16,1.0,2.1,2.625,5.25
146,en,en_trans,297,81,74,72,64,3.6666666666666665,4.013513513513513,4.125,4.640625
146,en,en_mean,716,173,168,165,183,4.138728323699422,4.261904761904762,4.33939393939394,3.912568306010929
146,hi,hi_trans,222,215,73,63,50,1.0325581395348837,3.041095890410959,3.5238095238095237,4.44
146,hi,hi_mean,674,654,221,176,181,1.0305810397553516,3.0497737556561084,3.8295454545454546,3.723756906077348
147,sa,sa_verse,93,96,44,43,20,0.96875,2.1136363636363638,2.1627906976744184,4.65
147,en,en_trans,204,43,41,41,37,4.744186046511628,4.975609756097561,4.975609756097561,5.513513513513513
147,en,en_mean,1108,240,228,226,237,4.616666666666666,4.859649122807017,4.902654867256637,4.675105485232067
147,hi,hi_trans,228,213,61,51,47,1.0704225352112675,3.737704918032787,4.470588235294118,4.851063829787234
147,hi,hi_mean,1100,1058,339,289,259,1.0396975425330812,3.2448377581120944,3.8062283737024223,4.2471042471042475
148,sa,sa_verse,92,89,44,38,17,1.0337078651685394,2.090909090909091,2.4210526315789473,5.411764705882353
148,en,en_trans,171,36,35,33,33,4.75,4.885714285714286,5.181818181818182,5.181818181818182
148,en,en_mean,912,209,201,202,232,4.363636363636363,4.537313432835821,4.514851485148514,3.9310344827586206
148,hi,hi_trans,160,148,47,38,32,1.0810810810810811,3.404255319148936,4.2105263157894735,5.0
148,hi,hi_mean,931,894,291,239,225,1.041387024608501,3.1993127147766325,3.8953974895397487,4.137777777777778
149,sa,sa_verse,92,90,46,44,19,1.0222222222222221,2.0,2.090909090909091,4.842105263157895
149,en,en_trans,123,25,25,25,25,4.92,4.92,4.92,4.92
149,en,en_mean,1260,271,267,258,301,4.649446494464945,4.719101123595506,4.883720930232558,4.186046511627907
149,hi,hi_trans,136,132,41,37,31,1.0303030303030303,3.317073170731707,3.675675675675676,4.387096774193548
149,hi,hi_mean,1279,1247,384,325,308,1.0256615878107458,3.3307291666666665,3.9353846153846153,4.152597402597403
150,sa,sa_verse,91,95,44,40,19,0.9578947368421052,2.0681818181818183,2.275,4.7894736842105265
150,en,en_trans,164,30,30,30,29,5.466666666666667,5.466666666666667,5.466666666666667,5.655172413793103
150,en,en_mean,2401,597,565,546,636,4.02177554438861,4.249557522123894,4.397435897435898,3.7751572327044025
150,hi,hi_trans,148,145,50,40,32,1.0206896551724138,2.96,3.7,4.625
150,hi,hi_mean,2327,2311,764,595,599,1.0069234097793163,3.0458115183246073,3.910924369747899,3.8848080133555927
151,sa,sa_verse,95,90,42,38,17,1.0555555555555556,2.261904761904762,2.5,5.588235294117647
151,en,en_trans,147,28,28,27,27,5.25,5.25,5.444444444444445,5.444444444444445
151,en,en_mean,2048,438,436,428,488,4.675799086757991,4.697247706422019,4.785046728971962,4.19672131147541
151,hi,hi_trans,156,143,42,34,31,1.0909090909090908,3.7142857142857144,4.588235294117647,5.032258064516129
151,hi,hi_mean,1894,1817,573,471,459,1.042377545404513,3.305410122164049,4.021231422505308,4.126361655773421
152,sa,sa_verse,96,97,44,39,18,0.9896907216494846,2.1818181818181817,2.4615384615384617,5.333333333333333
152,en,en_trans,145,30,30,29,29,4.833333333333333,4.833333333333333,5.0,5.0
152,en,en_mean,1596,310,308,298,363,5.148387096774194,5.181818181818182,5.355704697986577,4.396694214876033
152,hi,hi_trans,175,167,57,43,34,1.0479041916167664,3.0701754385964914,4.069767441860465,5.147058823529412
