verse_id,lang,segment_type,chars,gpt_tokens,o200k_tokens,gemini_tokens,spm_tokens,chars_per_gpt_tok,chars_per_o200k_tok,chars_per_gemini_tok,chars_per_spm_tok
336,en,en_mean,1712,362,361,360,418,4.7292817679558015,4.742382271468144,4.7555555555555555,4.095693779904306
336,hi,hi_trans,115,113,34,27,27,1.0176991150442478,3.3823529411764706,4.2592592592592595,4.2592592592592595
336,hi,hi_mean,1519,1454,449,367,368,1.0447042640990372,3.3830734966592426,4.138964577656676,4.127717391304348
337,sa,sa_verse,119,121,58,51,27,0.9834710743801653,2.0517241379310347,2.3333333333333335,4.407407407407407
337,en,en_trans,197,47,46,44,40,4.191489361702128,4.282608695652174,4.4772727272727275,4.925
337,en,en_mean,1042,249,232,227,258,4.184738955823293,4.491379310344827,4.590308370044053,4.038759689922481
337,hi,hi_trans,191,186,60,50,42,1.0268817204301075,3.183333333333333,3.82,4.5476190476190474
337,hi,hi_mean,884,857,282,240,219,1.0315052508751459,3.1347517730496453,3.683333333333333,4.036529680365297
338,sa,sa_verse,110,116,52,45,19,0.9482758620689655,2.1153846153846154,2.4444444444444446,5.7894736842105265
338,en,en_trans,217,46,46,44,43,4.717391304347826,4.717391304347826,4.931818181818182,5.046511627906977
338,en,en_mean,1879,418,416,397,460,4.4952153110047846,4.516826923076923,4.732997481108312,4.084782608695652
338,hi,hi_trans,173,168,57,44,36,1.0297619047619047,3.0350877192982457,3.9318181818181817,4.805555555555555
338,hi,hi_mean,1906,1877,597,496,469,1.0154501864677676,3.1926298157453936,3.842741935483871,4.063965884861407
339,sa,sa_verse,88,86,43,36,17,1.0232558139534884,2.046511627906977,2.4444444444444446,5.176470588235294
339,en,en_trans,204,42,42,43,41,4.857142857142857,4.857142857142857,4.744186046511628,4.975609756097561
339,en,en_mean,3353,778,748,738,838,4.309768637532134,4.482620320855615,4.543360433604336,4.001193317422435
339,hi,hi_trans,232,223,67,55,50,1.0403587443946187,3.462686567164179,4.218181818181818,4.64
339,hi,hi_mean,3113,3030,974,819,786,1.0273927392739275,3.196098562628337,3.800976800976801,3.960559796437659
340,sa,sa_verse,90,88,38,34,15,1.0227272727272727,2.3684210526315788,2.6470588235294117,6.0
340,en,en_trans,160,35,35,35,34,4.571428571428571,4.571428571428571,4.571428571428571,4.705882352941177
340,en,en_mean,3527,805,788,781,935,4.381366459627329,4.475888324873097,4.5160051216389245,3.7721925133689838
340,hi,hi_trans,154,151,44,40,38,1.0198675496688743,3.5,3.85,4.052631578947368
340,hi,hi_mean,3613,3515,1037,878,932,1.0278805120910384,3.4840887174541946,4.11503416856492,3.8766094420600856
341,sa,sa_verse,83,85,38,36,18,0.9764705882352941,2.1842105263157894,2.3055555555555554,4.611111111111111
341,en,en_trans,131,29,30,30,28,4.517241379310345,4.366666666666666,4.366666666666666,4.678571428571429
341,en,en_mean,2163,596,547,544,619,3.629194630872483,3.954296160877514,3.9761029411764706,3.494345718901454
341,hi,hi_trans,165,164,49,38,31,1.0060975609756098,3.36734693877551,4.342105263157895,5.32258064516129
341,hi,hi_mean,2151,2124,676,570,582,1.0127118644067796,3.1819526627218937,3.7736842105263158,3.695876288659794
342,sa,sa_verse,84,88,40,35,17,0.9545454545454546,2.1,2.4,4.9411764705882355
342,en,en_trans,197,46,45,45,43,4.282608695652174,4.377777777777778,4.377777777777778,4.5813953488372094
342,en,en_mean,1277,341,319,311,356,3.7448680351906156,4.003134796238244,4.106109324758842,3.587078651685393
342,hi,hi_trans,200,194,59,45,38,1.0309278350515463,3.389830508474576,4.444444444444445,5.2631578947368425
342,hi,hi_mean,1405,1406,451,378,362,0.9992887624466572,3.11529933481153,3.7169312169312168,3.8812154696132595
343,sa,sa_verse,87,85,39,34,17,1.0235294117647058,2.230769230769231,2.5588235294117645,5.117647058823529
343,en,en_trans,118,23,23,23,23,5.130434782608695,5.130434782608695,5.130434782608695,5.130434782608695
343,en,en_mean,1481,306,305,300,384,4.839869281045751,4.855737704918033,4.9366666666666665,3.8567708333333335
343,hi,hi_trans,147,138,40,34,32,1.065217391304348,3.675,4.323529411764706,4.59375
343,hi,hi_mean,1560,1533,474,389,393,1.0176125244618395,3.2911392405063293,4.010282776349614,3.969465648854962
344,sa,sa_verse,180,180,85,76,25,1.0,2.1176470588235294,2.3684210526315788,7.2
344,en,en_trans,288,64,62,61,59,4.5,4.645161290322581,4.721311475409836,4.88135593220339
344,en,en_mean,2073,500,473,481,546,4.146,4.382663847780127,4.3097713097713095,3.7967032967032965
344,hi,hi_trans,297,280,86,74,62,1.0607142857142857,3.453488372093023,4.013513513513513,4.790322580645161
344,hi,hi_mean,1936,1862,601,507,486,1.0397422126745435,3.2212978369384357,3.8185404339250493,3.983539094650206
345,sa,sa_verse,180,180,85,76,25,1.0,2.1176470588235294,2.3684210526315788,7.2
345,en,en_trans,288,64,62,61,59,4.5,4.645161290322581,4.721311475409836,4.88135593220339
345,en,en_mean,2073,500,473,481,546,4.146,4.382663847780127,4.3097713097713095,3.7967032967032965
345,hi,hi_trans,297,280,86,74,62,1.0607142857142857,3.453488372093023,4.013513513513513,4.790322580645161
345,hi,hi_mean,1936,1862,601,507,486,1.0397422126745435,3.2212978369384357,3.8185404339250493,3.983539094650206
346,sa,sa_verse,77,77,39,34,15,1.0,1.9743589743589745,2.264705882352941,5.133333333333334
346,en,en_trans,120,25,25,26,25,4.8,4.8,4.615384615384615,4.8
346,en,en_mean,1278,312,302,300,330,4.096153846153846,4.231788079470198,4.26,3.8727272727272726
346,hi,hi_trans,130,129,41,39,31,1.0077519379844961,3.1707317073170733,3.3333333333333335,4.193548387096774
346,hi,hi_mean,1266,1262,406,330,322,1.0031695721077654,3.1182266009852215,3.8363636363636364,3.9316770186335406
347,sa,sa_verse,78,76,37,35,14,1.0263157894736843,2.108108108108108,2.2285714285714286,5.571428571428571
347,en,en_trans,217,44,43,42,41,4.931818181818182,5.046511627906977,5.166666666666667,5.2926829268292686
347,en,en_mean,763,141,141,141,178,5.411347517730497,5.411347517730497,5.411347517730497,4.286516853932584
347,hi,hi_trans,134,127,41,35,29,1.0551181102362204,3.268292682926829,3.8285714285714287,4.620689655172414
347,hi,hi_mean,830,801,209,172,182,1.0362047440699127,3.971291866028708,4.825581395348837,4.56043956043956
348,sa,sa_verse,80,78,38,34,15,1.0256410256410255,2.1052631578947367,2.3529411764705883,5.333333333333333
348,en,en_trans,161,34,34,34,33,4.735294117647059,4.735294117647059,4.735294117647059,4.878787878787879
348,en,en_mean,4153,1169,1084,1079,1166,3.5526090675791275,3.831180811808118,3.8489341983317886,3.5617495711835336
348,hi,hi_trans,122,120,36,26,25,1.0166666666666666,3.388888888888889,4.6923076923076925,4.88
348,hi,hi_mean,3976,3976,1299,1085,1054,1.0,3.0608160123171673,3.664516129032258,3.772296015180266
349,sa,sa_verse,88,84,41,39,18,1.0476190476190477,2.1463414634146343,2.2564102564102564,4.888888888888889
349,en,en_trans,222,48,48,47,41,4.625,4.625,4.723404255319149,5.414634146341464
349,en,en_mean,1195,270,262,255,281,4.425925925925926,4.561068702290076,4.686274509803922,4.252669039145908
349,hi,hi_trans,227,218,67,57,47,1.0412844036697249,3.388059701492537,3.982456140350877,4.829787234042553
349,hi,hi_mean,1131,1090,333,263,255,1.0376146788990825,3.3963963963963963,4.300380228136882,4.435294117647059
350,sa,sa_verse,93,91,43,35,17,1.021978021978022,2.1627906976744184,2.657142857142857,5.470588235294118
350,en,en_trans,189,42,42,42,42,4.5,4.5,4.5,4.5
350,en,en_mean,2489,692,635,627,710,3.596820809248555,3.9196850393700786,3.9696969696969697,3.5056338028169014
350,hi,hi_trans,185,176,62,48,42,1.0511363636363635,2.9838709677419355,3.8541666666666665,4.404761904761905
350,hi,hi_mean,2302,2288,776,626,626,1.006118881118881,2.966494845360825,3.6773162939297124,3.6773162939297124
351,sa,sa_verse,90,88,42,36,17,1.0227272727272727,2.142857142857143,2.5,5.294117647058823
351,en,en_trans,149,30,29,26,26,4.966666666666667,5.137931034482759,5.730769230769231,5.730769230769231
351,en,en_mean,3738,1063,970,968,1116,3.5164628410159926,3.8536082474226805,3.8615702479338845,3.349462365591398
351,hi,hi_trans,148,141,51,35,29,1.049645390070922,2.9019607843137254,4.228571428571429,5.103448275862069
351,hi,hi_mean,3469,3403,1170,987,972,1.0193946517778432,2.964957264957265,3.5146909827760893,3.5689300411522633
352,sa,sa_verse,85,87,37,35,14,0.9770114942528736,2.2972972972972974,2.4285714285714284,6.071428571428571
352,en,en_trans,271,56,56,55,55,4.839285714285714,4.839285714285714,4.927272727272728,4.927272727272728
352,en,en_mean,1767,422,405,394,430,4.187203791469194,4.362962962962963,4.4847715736040605,4.109302325581395
352,hi,hi_trans,298,297,83,71,63,1.0033670033670035,3.5903614457831323,4.197183098591549,4.73015873015873
352,hi,hi_mean,1632,1626,507,421,409,1.003690036900369,3.2189349112426036,3.8764845605700713,3.9902200488997557
353,sa,sa_verse,155,149,82,74,27,1.0402684563758389,1.8902439024390243,2.0945945945945947,5.7407407407407405
353,en,en_trans,420,118,115,115,106,3.559322033898305,3.652173913043478,3.652173913043478,3.9622641509433962
353,en,en_mean,977,254,241,234,270,3.8464566929133857,4.053941908713693,4.1752136752136755,3.6185185185185187
353,hi,hi_trans,325,333,123,99,81,0.975975975975976,2.6422764227642275,3.282828282828283,4.012345679012346
353,hi,hi_mean,972,974,314,260,244,0.997946611909651,3.0955414012738856,3.7384615384615385,3.9836065573770494
354,sa,sa_verse,155,149,82,74,27,1.0402684563758389,1.8902439024390243,2.0945945945945947,5.7407407407407405
354,en,en_trans,420,118,115,115,106,3.559322033898305,3.652173913043478,3.652173913043478,3.9622641509433962
354,en,en_mean,977,254,241,234,270,3.8464566929133857,4.053941908713693,4.1752136752136755,3.6185185185185187
354,hi,hi_trans,325,333,123,99,81,0.975975975975976,2.6422764227642275,3.282828282828283,4.012345679012346
354,hi,hi_mean,972,974,314,260,244,0.997946611909651,3.0955414012738856,3.7384615384615385,3.9836065573770494
355,sa,sa_verse,91,88,45,36,23,1.0340909090909092,2.022222222222222,2.5277777777777777,3.9565217391304346
355,en,en_trans,209,52,51,51,49,4.019230769230769,4.098039215686274,4.098039215686274,4.26530612244898
355,en,en_mean,3698,892,839,832,1011,4.145739910313901,4.407628128724673,4.444711538461538,3.6577645895153315
355,hi,hi_trans,182,183,64,53,42,0.994535519125683,2.84375,3.4339622641509435,4.333333333333333
355,hi,hi_mean,3489,3393,1098,915,945,1.028293545534925,3.1775956284153004,3.8131147540983608,3.6920634920634923
356,sa,sa_verse,82,86,42,40,18,0.9534883720930233,1.9523809523809523,2.05,4.555555555555555
356,en,en_trans,159,41,42,40,39,3.8780487804878048,3.7857142857142856,3.975,4.076923076923077
356,en,en_mean,1648,411,395,383,426,4.009732360097324,4.172151898734177,4.302872062663186,3.868544600938967
356,hi,hi_trans,185,180,53,46,42,1.0277777777777777,3.490566037735849,4.021739130434782,4.404761904761905
356,hi,hi_mean,1607,1585,529,437,420,1.0138801261829653,3.0378071833648392,3.677345537757437,3.8261904761904764
357,sa,sa_verse,134,129,56,48,29,1.0387596899224807,2.392857142857143,2.7916666666666665,4.620689655172414
357,en,en_trans,356,81,78,76,74,4.395061728395062,4.564102564102564,4.684210526315789,4.8108108108108105
357,en,en_mean,1345,293,282,277,308,4.590443686006826,4.7695035460992905,4.855595667870036,4.366883116883117
357,hi,hi_trans,320,299,100,82,66,1.0702341137123745,3.2,3.902439024390244,4.848484848484849
357,hi,hi_mean,1257,1205,363,317,283,1.0431535269709544,3.4628099173553717,3.965299684542587,4.4416961130742045
358,sa,sa_verse,119,115,53,48,25,1.0347826086956522,2.2452830188679247,2.4791666666666665,4.76
358,en,en_trans,239,49,49,47,47,4.877551020408164,4.877551020408164,5.085106382978723,5.085106382978723
358,en,en_mean,2104,538,495,498,563,3.9107806691449816,4.25050505050505,4.224899598393574,3.7371225577264653
358,hi,hi_trans,250,244,74,65,56,1.0245901639344261,3.3783783783783785,3.8461538461538463,4.464285714285714
358,hi,hi_mean,2015,1995,654,525,534,1.0100250626566416,3.081039755351682,3.8380952380952382,3.7734082397003745
359,sa,sa_verse,94,90,42,43,21,1.0444444444444445,2.238095238095238,2.186046511627907,4.476190476190476
359,en,en_trans,190,38,38,39,39,5.0,5.0,4.871794871794871,4.871794871794871
359,en,en_mean,2400,513,497,505,619,4.678362573099415,4.82897384305835,4.752475247524752,3.877221324717286
359,hi,hi_trans,232,233,70,58,50,0.9957081545064378,3.3142857142857145,4.0,4.64
359,hi,hi_mean,2456,2419,740,644,679,1.0152955766845804,3.3189189189189188,3.813664596273292,3.6170839469808542
360,sa,sa_verse,92,93,45,41,15,0.989247311827957,2.0444444444444443,2.2439024390243905,6.133333333333334
360,en,en_trans,121,28,26,27,26,4.321428571428571,4.653846153846154,4.481481481481482,4.653846153846154
360,en,en_mean,1727,411,387,381,440,4.201946472019465,4.462532299741602,4.532808398950131,3.925
360,hi,hi_trans,129,127,38,34,30,1.015748031496063,3.3947368421052633,3.7941176470588234,4.3
360,hi,hi_mean,1685,1636,504,427,416,1.0299511002444988,3.3432539682539684,3.946135831381733,4.050480769230769
361,sa,sa_verse,90,87,41,38,20,1.0344827586206897,2.1951219512195124,2.3684210526315788,4.5
361,en,en_trans,115,26,26,26,25,4.423076923076923,4.423076923076923,4.423076923076923,4.6
361,en,en_mean,670,134,131,129,131,5.0,5.114503816793893,5.1937984496124034,5.114503816793893
361,hi,hi_trans,123,116,36,31,26,1.0603448275862069,3.4166666666666665,3.967741935483871,4.730769230769231
361,hi,hi_mean,661,633,193,164,157,1.0442338072669826,3.4248704663212437,4.030487804878049,4.210191082802548
362,sa,sa_verse,102,102,51,43,23,1.0,2.0,2.372093023255814,4.434782608695652
362,en,en_trans,210,44,42,41,38,4.7727272727272725,5.0,5.121951219512195,5.526315789473684
362,en,en_mean,1463,308,303,299,344,4.75,4.8283828382838285,4.892976588628763,4.252906976744186
362,hi,hi_trans,232,222,68,60,53,1.045045045045045,3.411764705882353,3.8666666666666667,4.377358490566038
362,hi,hi_mean,1437,1410,460,363,359,1.0191489361702128,3.123913043478261,3.958677685950413,4.002785515320334
363,sa,sa_verse,90,86,40,38,21,1.0465116279069768,2.25,2.3684210526315788,4.285714285714286
363,en,en_trans,166,39,38,36,36,4.256410256410256,4.368421052631579,4.611111111111111,4.611111111111111
363,en,en_mean,3131,782,733,719,841,4.0038363171355495,4.271487039563438,4.354659248956884,3.72294887039239
363,hi,hi_trans,188,180,56,42,38,1.0444444444444445,3.357142857142857,4.476190476190476,4.947368421052632
363,hi,hi_mean,3259,3174,1037,843,851,1.0267800882167613,3.1427193828351014,3.8659549228944248,3.8296122209165686
364,sa,sa_verse,85,90,48,44,18,0.9444444444444444,1.7708333333333333,1.9318181818181819,4.722222222222222
364,en,en_trans,200,50,48,47,44,4.0,4.166666666666667,4.25531914893617,4.545454545454546
364,en,en_mean,2444,657,610,600,693,3.719939117199391,4.00655737704918,4.073333333333333,3.526695526695527
364,hi,hi_trans,163,151,57,51,43,1.0794701986754967,2.8596491228070176,3.196078431372549,3.7906976744186047
364,hi,hi_mean,2398,2366,783,663,661,1.0135249366018597,3.0625798212005106,3.616892911010558,3.6278366111951588
365,sa,sa_verse,87,91,40,36,16,0.9560439560439561,2.175,2.4166666666666665,5.4375
365,en,en_trans,187,40,40,40,39,4.675,4.675,4.675,4.794871794871795
365,en,en_mean,1611,344,339,334,372,4.683139534883721,4.752212389380531,4.823353293413174,4.330645161290323
365,hi,hi_trans,162,155,51,41,36,1.0451612903225806,3.176470588235294,3.951219512195122,4.5
365,hi,hi_mean,1403,1351,416,350,331,1.0384900074019245,3.3725961538461537,4.008571428571429,4.238670694864048
366,sa,sa_verse,100,96,49,44,21,1.0416666666666667,2.0408163265306123,2.272727272727273,4.761904761904762
366,en,en_trans,164,37,35,36,35,4.4324324324324325,4.685714285714286,4.555555555555555,4.685714285714286
366,en,en_mean,2005,436,428,418,506,4.598623853211009,4.684579439252336,4.79665071770335,3.9624505928853755
366,hi,hi_trans,205,198,60,52,47,1.0353535353535352,3.4166666666666665,3.9423076923076925,4.361702127659575
366,hi,hi_mean,1923,1896,565,477,507,1.014240506329114,3.4035398230088494,4.031446540880503,3.7928994082840237
367,sa,sa_verse,84,80,43,42,24,1.05,1.9534883720930232,2.0,3.5
367,en,en_trans,141,27,26,26,25,5.222222222222222,5.423076923076923,5.423076923076923,5.64
367,en,en_mean,1334,317,302,297,374,4.208201892744479,4.417218543046357,4.491582491582491,3.5668449197860963
367,hi,hi_trans,136,132,41,34,28,1.0303030303030303,3.317073170731707,4.0,4.857142857142857
367,hi,hi_mean,1175,1145,378,324,307,1.0262008733624455,3.1084656084656084,3.626543209876543,3.8273615635179152
368,sa,sa_verse,96,92,38,39,20,1.0434782608695652,2.526315789473684,2.4615384615384617,4.8
368,en,en_trans,126,31,30,29,29,4.064516129032258,4.2,4.344827586206897,4.344827586206897
368,en,en_mean,2669,613,593,569,655,4.353996737357259,4.500843170320405,4.690685413005272,4.074809160305343
368,hi,hi_trans,138,130,46,41,32,1.0615384615384615,3.0,3.3658536585365852,4.3125
368,hi,hi_mean,2612,2537,808,651,651,1.0295624753646038,3.232673267326733,4.012288786482335,4.012288786482335
369,sa,sa_verse,108,102,52,42,22,1.0588235294117647,2.076923076923077,2.5714285714285716,4.909090909090909
369,en,en_trans,147,32,32,32,31,4.59375,4.59375,4.59375,4.741935483870968
369,en,en_mean,2111,585,530,519,605,3.6085470085470086,3.983018867924528,4.067437379576108,3.4892561983471073
369,hi,hi_trans,143,132,45,38,37,1.0833333333333333,3.1777777777777776,3.763157894736842,3.864864864864865
369,hi,hi_mean,2131,2092,659,550,543,1.018642447418738,3.2336874051593325,3.8745454545454545,3.9244935543278086
370,sa,sa_verse,93,89,41,39,17,1.0449438202247192,2.268292682926829,2.3846153846153846,5.470588235294118
370,en,en_trans,151,33,32,30,29,4.575757575757576,4.71875,5.033333333333333,5.206896551724138
370,en,en_mean,705,148,142,136,153,4.763513513513513,4.964788732394366,5.1838235294117645,4.607843137254902
370,hi,hi_trans,156,149,46,40,32,1.0469798657718121,3.391304347826087,3.9,4.875
370,hi,hi_mean,611,591,183,151,140,1.0338409475465313,3.33879781420765,4.046357615894039,4.364285714285714
371,sa,sa_verse,88,87,43,39,16,1.0114942528735633,2.046511627906977,2.2564102564102564,5.5
371,en,en_trans,149,37,37,36,35,4.027027027027027,4.027027027027027,4.138888888888889,4.257142857142857
371,en,en_mean,767,166,165,155,173,4.620481927710843,4.648484848484848,4.948387096774193,4.433526011560693
371,hi,hi_trans,131,125,41,35,30,1.048,3.1951219512195124,3.742857142857143,4.366666666666666
371,hi,hi_mean,821,793,249,201,196,1.0353089533417403,3.2971887550200805,4.08457711442786,4.188775510204081
372,sa,sa_verse,95,98,49,43,20,0.9693877551020408,1.9387755102040816,2.2093023255813953,4.75
372,en,en_trans,156,34,34,34,33,4.588235294117647,4.588235294117647,4.588235294117647,4.7272727272727275
372,en,en_mean,379,88,83,79,93,4.306818181818182,4.566265060240964,4.7974683544303796,4.075268817204301
372,hi,hi_trans,172,172,60,44,33,1.0,2.8666666666666667,3.909090909090909,5.212121212121212
372,hi,hi_mean,428,415,132,99,99,1.0313253012048194,3.242424242424242,4.3232323232323235,4.3232323232323235
373,sa,sa_verse,81,78,39,40,21,1.0384615384615385,2.076923076923077,2.025,3.857142857142857
373,en,en_trans,119,27,26,26,25,4.407407407407407,4.576923076923077,4.576923076923077,4.76
373,en,en_mean,1002,305,279,281,298,3.2852459016393443,3.5913978494623655,3.565836298932384,3.3624161073825505
373,hi,hi_trans,142,138,44,34,35,1.0289855072463767,3.227272727272727,4.176470588235294,4.057142857142857
373,hi,hi_mean,1172,1129,382,324,321,1.038086802480071,3.068062827225131,3.617283950617284,3.6510903426791277
374,sa,sa_verse,85,82,40,37,21,1.0365853658536586,2.125,2.2972972972972974,4.0476190476190474
374,en,en_trans,158,33,34,32,31,4.787878787878788,4.647058823529412,4.9375,5.096774193548387
374,en,en_mean,1270,361,330,321,355,3.518005540166205,3.8484848484848486,3.956386292834891,3.5774647887323945
374,hi,hi_trans,149,141,49,42,32,1.0567375886524824,3.0408163265306123,3.5476190476190474,4.65625
374,hi,hi_mean,1350,1318,436,378,368,1.024279210925645,3.096330275229358,3.5714285714285716,3.6684782608695654
375,sa,sa_verse,166,175,88,77,36,0.9485714285714286,1.8863636363636365,2.155844155844156,4.611111111111111
375,en,en_trans,296,66,68,64,61,4.484848484848484,4.352941176470588,4.625,4.852459016393443
375,en,en_mean,2159,477,457,454,544,4.526205450733753,4.724288840262582,4.755506607929515,3.96875
375,hi,hi_trans,226,226,83,72,58,1.0,2.7228915662650603,3.138888888888889,3.896551724137931
375,hi,hi_mean,2016,1977,619,508,534,1.0197268588770865,3.25686591276252,3.968503937007874,3.7752808988764044
376,sa,sa_verse,166,175,88,77,36,0.9485714285714286,1.8863636363636365,2.155844155844156,4.611111111111111
376,en,en_trans,296,66,68,64,61,4.484848484848484,4.352941176470588,4.625,4.852459016393443
376,en,en_mean,2159,477,457,454,544,4.526205450733753,4.724288840262582,4.755506607929515,3.96875
376,hi,hi_trans,226,226,83,72,58,1.0,2.7228915662650603,3.138888888888889,3.896551724137931
376,hi,hi_mean,2016,1977,619,508,534,1.0197268588770865,3.25686591276252,3.968503937007874,3.7752808988764044
377,sa,sa_verse,85,81,37,36,20,1.0493827160493827,2.2972972972972974,2.361111111111111,4.25
377,en,en_trans,163,37,37,37,36,4.405405405405405,4.405405405405405,4.405405405405405,4.527777777777778
377,en,en_mean,1986,490,471,455,535,4.053061224489796,4.2165605095541405,4.364835164835164,3.7121495327102805
377,hi,hi_trans,140,137,42,38,30,1.0218978102189782,3.3333333333333335,3.6842105263157894,4.666666666666667
377,hi,hi_mean,1791,1748,612,500,470,1.0245995423340961,2.926470588235294,3.582,3.8106382978723405
378,sa,sa_verse,87,89,41,38,19,0.9775280898876404,2.1219512195121952,2.289473684210526,4.578947368421052
378,en,en_trans,132,31,28,27,26,4.258064516129032,4.714285714285714,4.888888888888889,5.076923076923077
378,en,en_mean,1648,365,356,342,408,4.515068493150685,4.629213483146067,4.818713450292398,4.03921568627451
378,hi,hi_trans,144,144,44,36,31,1.0,3.272727272727273,4.0,4.645161290322581
378,hi,hi_mean,1703,1625,482,388,393,1.048,3.533195020746888,4.389175257731959,4.333333333333333
379,sa,sa_verse,87,81,39,36,18,1.0740740740740742,2.230769230769231,2.4166666666666665,4.833333333333333
379,en,en_trans,136,27,27,27,27,5.037037037037037,5.037037037037037,5.037037037037037,5.037037037037037
379,en,en_mean,3673,1099,978,947,1085,3.3421292083712464,3.7556237218813906,3.8785638859556495,3.385253456221198
379,hi,hi_trans,163,166,54,39,35,0.9819277108433735,3.0185185185185186,4.17948717948718,4.6571428571428575
379,hi,hi_mean,3784,3736,1277,1009,973,1.0128479657387581,2.96319498825372,3.7502477700693757,3.8890030832476876
380,sa,sa_verse,89,89,42,36,22,1.0,2.119047619047619,2.4722222222222223,4.045454545454546
380,en,en_trans,216,44,42,41,40,4.909090909090909,5.142857142857143,5.2682926829268295,5.4
380,en,en_mean,2519,567,540,539,623,4.442680776014109,4.6648148148148145,4.673469387755102,4.043338683788122
380,hi,hi_trans,234,225,69,56,49,1.04,3.391304347826087,4.178571428571429,4.775510204081633
380,hi,hi_mean,2528,2452,745,620,635,1.030995106035889,3.3932885906040267,4.077419354838709,3.9811023622047244
381,sa,sa_verse,87,86,41,37,18,1.0116279069767442,2.1219512195121952,2.3513513513513513,4.833333333333333
381,en,en_trans,123,25,25,25,25,4.92,4.92,4.92,4.92
381,en,en_mean,1874,504,461,458,524,3.7182539682539684,4.065075921908893,4.091703056768559,3.5763358778625953
381,hi,hi_trans,122,119,36,29,26,1.0252100840336134,3.388888888888889,4.206896551724138,4.6923076923076925
381,hi,hi_mean,1887,1873,597,488,507,1.00747463961559,3.1608040201005023,3.8668032786885247,3.7218934911242605
382,sa,sa_verse,80,80,37,35,18,1.0,2.1621621621621623,2.2857142857142856,4.444444444444445
382,en,en_trans,138,29,28,28,28,4.758620689655173,4.928571428571429,4.928571428571429,4.928571428571429
382,en,en_mean,1446,359,347,348,372,4.027855153203342,4.1671469740634,4.155172413793103,3.8870967741935485
382,hi,hi_trans,127,127,41,34,27,1.0,3.097560975609756,3.735294117647059,4.703703703703703
382,hi,hi_mean,1423,1373,412,343,331,1.0364166059723234,3.453883495145631,4.14868804664723,4.2990936555891235
383,sa,sa_verse,185,183,89,77,33,1.010928961748634,2.0786516853932584,2.4025974025974026,5.606060606060606
383,en,en_trans,271,70,69,69,62,3.8714285714285714,3.927536231884058,3.927536231884058,4.370967741935484
383,en,en_mean,2115,503,498,485,543,4.204771371769383,4.246987951807229,4.360824742268041,3.8950276243093924
383,hi,hi_trans,222,231,74,66,58,0.961038961038961,3.0,3.3636363636363638,3.8275862068965516
383,hi,hi_mean,2094,2043,678,548,533,1.0249632892804699,3.088495575221239,3.821167883211679,3.928705440900563
384,sa,sa_verse,185,183,89,77,33,1.010928961748634,2.0786516853932584,2.4025974025974026,5.606060606060606
384,en,en_trans,271,70,69,69,62,3.8714285714285714,3.927536231884058,3.927536231884058,4.370967741935484
384,en,en_mean,2115,503,498,485,543,4.204771371769383,4.246987951807229,4.360824742268041,3.8950276243093924
384,hi,hi_trans,222,231,74,66,58,0.961038961038961,3.0,3.3636363636363638,3.8275862068965516
384,hi,hi_mean,2094,2043,678,548,533,1.0249632892804699,3.088495575221239,3.821167883211679,3.928705440900563
385,sa,sa_verse,85,84,45,36,21,1.0119047619047619,1.8888888888888888,2.361111111111111,4.0476190476190474
385,en,en_trans,143,29,29,29,29,4.931034482758621,4.931034482758621,4.931034482758621,4.931034482758621
385,en,en_mean,1016,294,262,252,291,3.45578231292517,3.877862595419847,4.031746031746032,3.491408934707904
385,hi,hi_trans,164,159,47,41,39,1.0314465408805031,3.4893617021276597,4.0,4.205128205128205
385,hi,hi_mean,958,975,324,262,259,0.9825641025641025,2.95679012345679,3.6564885496183206,3.698841698841699
386,sa,sa_verse,79,81,37,33,13,0.9753086419753086,2.135135135135135,2.393939393939394,6.076923076923077
386,en,en_trans,167,37,37,35,35,4.513513513513513,4.513513513513513,4.771428571428571,4.771428571428571
386,en,en_mean,1046,266,256,260,297,3.9323308270676693,4.0859375,4.023076923076923,3.521885521885522
386,hi,hi_trans,167,165,55,45,37,1.0121212121212122,3.036363636363636,3.7111111111111112,4.513513513513513
386,hi,hi_mean,1065,1056,361,300,296,1.0085227272727273,2.9501385041551247,3.55,3.597972972972973
387,sa,sa_verse,187,188,91,83,27,0.9946808510638298,2.0549450549450547,2.253012048192771,6.925925925925926
387,en,en_trans,248,58,59,57,54,4.275862068965517,4.203389830508475,4.350877192982456,4.592592592592593
387,en,en_mean,695,162,155,147,168,4.290123456790123,4.483870967741935,4.727891156462585,4.136904761904762
387,hi,hi_trans,321,317,91,78,66,1.0126182965299684,3.5274725274725274,4.115384615384615,4.863636363636363
387,hi,hi_mean,764,757,241,182,173,1.0092470277410832,3.1701244813278007,4.197802197802198,4.416184971098266
388,sa,sa_verse,187,188,91,83,27,0.9946808510638298,2.0549450549450547,2.253012048192771,6.925925925925926
388,en,en_trans,248,58,59,57,54,4.275862068965517,4.203389830508475,4.350877192982456,4.592592592592593
388,en,en_mean,695,162,155,147,168,4.290123456790123,4.483870967741935,4.727891156462585,4.136904761904762
388,hi,hi_trans,321,317,91,78,66,1.0126182965299684,3.5274725274725274,4.115384615384615,4.863636363636363
388,hi,hi_mean,764,757,241,182,173,1.0092470277410832,3.1701244813278007,4.197802197802198,4.416184971098266
389,sa,sa_verse,90,95,46,42,20,0.9473684210526315,1.9565217391304348,2.142857142857143,4.5
